"oktmo";"year";"reg_num";"mo_name";"reg";"reg_name";"fd";"fd_desc";"mun_type";"mun_desc";"broken_roads";"people_without_transport_share";"land_taxed_share";"apartments_kadastr_share";"kids_kindergarden_share";"workers_share";"electricity_consumption";"heating_consumption";"hot_water_consumption";"water_cold_consumption";"gas_consumption";"electricity_consumption_mun";"heating_consumption_mun";"water_hot_consumption_mun";"water_cold_consumption_mun";"gas_consumption_mun";"apartments_square_share";"business";"mun_wages_share_1";"wages_debt_share_mun";"mun_profit_share_1";"failed_wages_debt_share_mun_1";"failed_wages_debt_share_mun_all_1";"kids_leisure_share";"kindergardens_repair";"libraries_alone";"libraries";"parks";"investments_per_capita";"population_average";"requests_all";"requests_winners";"land_for_construction_all";"land_for_preparation";"additional_education_kids_share";"bankruptcy_share";"uncomlited_construction_share";"land_for_construction_share_10000";"people_housing_improved_share";"general_plan";"profit_agro_organization_share";"profit_agro_organization_number";"mun_wages_share_2";"failed_wages_debt_share_mun_2";"failed_wages_debt_share_mun_all_2";"mun_investments";"budget_executed";"budget_deficit";"mun_profit_share_2";"Status";"GRP";"Distance";"all";"ind";"grat";"pop";"bud_ratio";"grat_ratio";"bud_pc_ratio";"dot";"subv";"subs";"communal_index";"weber_index";"reg_eng";"communal_index_1";"communal_index_2";"size";"communal_index_n";"TIK";"contstituencies";"turnout2016";"mean_trn16";"sd_trn16";"sd_trn16_100";"median_trn16";"trn_deviation_median";"trn_dev_median_scale";"DV_turn1";"DV_turn2";"var_trn16";"turn_average_reg16";"turn_mun_reg16";"turn_country16";"turn_mun_con16";"turn_average_reg11";"UR_count16";"UR_share";"mean_ur_share16";"sd_ur_share16";"sd_ur_share16_100";"median_ur_share16";"ur_deviation_median";"ur_dev_median_scale";"DV_ur1";"DV_ur2";"var_ur_share16";"UR_average_reg16";"UR_mun_reg16";"UR_country";"UR_mun_con";"UR_average_reg11";"head_id";"position_title";"name_last";"name_first";"name_patr";"rulestart";"ruleend";"termyears";"returner";"educ_lvl";"edu_sphere";"owner_before";"director_ever";"elected_ever";"job_before";"adm_exp";"varangian";"model";"Petrov_Titkov_2003_2007";"Petrov_Titkov_2006_2010";"ENP_LT";"ENP_Golosov";"all_factories";"state_factories";"statefact_share";"municipal_factories";"munfact_share";"water_repair";"waste_repair";"waste_length";"gas_length";"model_d";"logsubs";"loggrat";"logpop";"logincome"
60651000;2017;60;"Семикаракорский муниципальный район";"Rostov";"Ростовская область";"jufo";"ЮФО";"Municipal districts";"муниципальный район";49,57;0;99,5;100;12,23;;592,6;0,2;0;16,1;854,9;107,9;0,23;0;0,7;5,3;23,08;;880;;28,7;;;59,9;5,90000000000001;;;;19065,37;49215;;;;;;0;0;3,77;29,6;1;;;880;;;;1261286;;28,7;0;"318 782.20";1226;1261286;470014;1049482;49353;0,373;0,168;25,6280808696536;177316;791272;72557;;;"Rostovskaya";;;1;;"Семикаракорский";42930;0,39;0,52;0,117;11,727;0,495;-0,105;-1,088789549;1;0;0,013752338;0,48;0,81;0,48;0,81;0,59;9156;0,54;0,596346154;0,109545028;10,95450278;0,59;-0,05;-0,597084879;1;1;0,012000113;0,59;0,92;0,54;1;0,5;"61352005";"Глава администрации";"Талалаев";"Виктор";"Николаевич";2005;;11;1;4;"Civic engineering";0;1;1;;;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;0,002765;;;9,257;0;11,1921277388406;13,8638072670714;10,8039537340633;14,0476423933546
60652000;2017;60;"Советский муниципальный район";"Rostov";"Ростовская область";"jufo";"ЮФО";"Municipal districts";"муниципальный район";82,21;4,90000000000001;71;100;3,13;;905;0;0;13;250;120,7;0;0;0,82;38,07;29,98;;3194;;14;;;39,9;50;;;;795,85;6314;;;;;;0;0;14,2;8,5;1;;;3194;;;;320462;;14;0;"318 782.20";1226;320462;175108;291487;6343;0,546;0,09;50,7541970224897;42345;145354;74020;;;"Rostovskaya";;;1;;"СоветскийРост";5034;0,8;0,52;0,117;11,727;0,495;0,305;3,130741055;2;2;0,013752338;0,48;1,67;0,48;1,67;0,59;3256;0,81;0,596346154;0,109545028;10,95450278;0,59;0,22;2,711430536;2;2;0,012000113;0,59;1,38;0,54;1,49;0,5;"61362015";"Глава администрации";"Щепелев";"Евгений";"Степанович";2015;;1;0;2;"Agriculture";0;1;1;"Local administration (the same area)";1;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;0;;;0,606;0;11,2120906059401;12,5827506868657;8,75052466911794;12,6775189835709
60653000;2017;60;"Тарасовский муниципальный район";"Rostov";"Ростовская область";"jufo";"ЮФО";"Municipal districts";"муниципальный район";33,79;3,40000000000001;61,6;100;15,92;;934,08;0;0;44,5;291,6;78,9;0,02;0;0,9;8,9;26,61;;1284;;19,8;;;45,9;0;;;;4708,67;28332;;;;;;0;49197;2;23,1;1;;;1284;;;;1136339;;19,8;0;"318 782.20";1226;1136339;653958;955798;28428;0,575;0,159;40,1079697868135;105404;482381;349209;;;"Rostovskaya";;;1;;"Тарасовский";22602;0,51;0,52;0,117;11,727;0,495;0,015;0,146195018;2;1;0,013752338;0,48;1,06;0,48;1,07;0,59;7081;0,61;0,596346154;0,109545028;10,95450278;0,59;0,02;0,260678377;2;1;0,012000113;0,59;1,04;0,54;1,13;0,5;"61372001";"Глава администрации";"Карпенко";"Михаил";"Иванович";2001;2017;15;1;2;"Agriculture";0;1;1;;;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;;;;0;0;12,7634258758113;13,770301872636;10,2517471868735;13,9433222492391
60654000;2017;60;"Тацинский муниципальный район";"Rostov";"Ростовская область";"jufo";"ЮФО";"Municipal districts";"муниципальный район";44,51;0;98,6;100;6,66;;428,86;0,19;0;21,48;497,42;104,24;0,16;0;0,49;20,54;25,79;;1175;;34,6;;;50,3;6,7;;;;7478,05;34923;;;;;;0;0;0,85;8,3;1;;;1175;;;;895661;;34,6;0;"318 782.20";1226;895661;369657;702646;35142;0,413;0,216;25,6467371073505;69898;526004;98610;;;"Rostovskaya";;;1;;"Тацинский";28855;0,61;0,52;0,117;11,727;0,495;0,115;1,175348824;2;2;0,013752338;0,48;1,27;0,48;1,27;0,59;11689;0,66;0,596346154;0,109545028;10,95450278;0,59;0,07;0,873366417;2;1;0,012000113;0,59;1,12;0,54;1,22;0,5;"61382011";"Глава района";"Кошелев";"Николай";"Николаевич";2011;;5;1;2;"Economics";0;0;1;"Local administration (other area)";0;1;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;0,092383;0;0;0;0;11,4989279553264;13,462608487778;10,4609009169164;13,705317272151
60655000;2017;60;"Усть-Донецкий муниципальный район";"Rostov";"Ростовская область";"jufo";"ЮФО";"Municipal districts";"муниципальный район";22,83;;96,87;100;7,46;;610,3;0,16;0;30,67;43,5;58,04;0,14;0;1,24;18,09;21,86;;1254;;27,2;;;61,3;0;;;;4022,74;31840;;;;;;0;0;2,62;21,43;1;;;1254;;;;736611;;27,2;0;"318 782.20";1226;736611;289085;605606;31875;0,392;0,178;23,1347675879397;108373;447526;40378;;;"Rostovskaya";;;1;;"Усть-Донецкий";23489;0,63;0,52;0,117;11,727;0,495;0,135;1,381179585;2;2;0,013752338;0,48;1,31;0,48;1,32;0,59;9807;0,66;0,596346154;0,109545028;10,95450278;0,59;0,07;0,873366417;2;1;0,012000113;0,59;1,12;0,54;1,22;0,5;"61392012";"Глава района";"Гуснай";"Виктор";"Михайлович";2012;;4;1;2;"History";;1;1;;;1;"election";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;0,002139;;17,67;0;1;10,6060403611702;13,313984888586;10,3684786399583;13,5098152163597
60656000;2017;60;"Целинский муниципальный район";"Rostov";"Ростовская область";"jufo";"ЮФО";"Municipal districts";"муниципальный район";40,04;3,5;99,3;100;5,76;;383,4;0,08;;14,2;635;112,6;0,13;;1,4;21;30,07;;1430,9;;47;;;58,4;0;;;;25764,58;30456;;;;;;;;3,6;12,3;1;;;1430,9;;;;881085;;47;0;"318 782.20";1226;881085;339023;662330;30706;0,385;0,248;28,9297675334909;49222;542062;51561;;;"Rostovskaya";;;1;;"Целинский";27683;0,62;0,52;0,117;11,727;0,495;0,125;1,278264204;2;2;0,013752338;0,48;1,29;0,48;1,29;0,59;12870;0,75;0,596346154;0,109545028;10,95450278;0,59;0,16;1,976204888;2;2;0,012000113;0,59;1,28;0,54;1,38;0,5;"61402010";"Глава района";"Сорокин";"Борис";"Николаевич";2010;;6;1;4;"Agriculture";0;1;1;"Private business";0;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;0,000446;;0;11,847;0;10,8505208517448;13,4035192001405;10,3240382980623;13,6889093815356
60657000;2017;60;"Цимлянский муниципальный район";"Rostov";"Ростовская область";"jufo";"ЮФО";"Municipal districts";"муниципальный район";32,76;0;96,2;100;23,53;;920,39;0,16;0;29,17;265,58;75,2;0,1;0;1,4;17,92;25,69;;1080,7;;22,6;;;53,6;0;;;;11627,7;33296;;;;;;0;0;2,83;7,9;1;;;1080,7;;;;968904;;22,6;0;"318 782.20";1226;968904;418867;829694;33381;0,432;0,144;29,0997116770783;109521;550037;161255;;;"Rostovskaya";;;1;;"Цимлянский";28783;0,4;0,52;0,117;11,727;0,495;-0,095;-0,985874169;1;1;0,013752338;0,48;0,83;0,48;0,84;0,59;5014;0,43;0,596346154;0,109545028;10,95450278;0,59;-0,16;-1,944998566;1;0;0,012000113;0,59;0,73;0,54;0,79;0,5;"61412013";"Глава района";"Садымов";"Андрей";"Константинович";2013;2018;3;0;2;;1;1;1;"Private business";0;0;"election";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;0,001443;;0;;1;11,9907422419292;13,6288122370968;10,4131925486334;13,7839208147576
60658000;2017;60;"Чертковский муниципальный район";"Rostov";"Ростовская область";"jufo";"ЮФО";"Municipal districts";"муниципальный район";18,06;0,950000000000003;98,2;99,47;13,33;;187;0,13;20,4;14,81;739,8;71,72;0,19;0,06;0,79;10,57;25,35;;1120,6;;26,5;;;57,4;0;;;;206356,98;33540;;;;;;;;0,48;31,7;1;;;1120,6;;;;1093575;;26,5;0;"318 782.20";1226;1093575;518340;883073;33759;0,474;0,192;32,6050983899821;108289;575235;146983;;;"Rostovskaya";;;1;;"Чертковский";27415;0,75;0,52;0,117;11,727;0,495;0,255;2,616164152;2;2;0,013752338;0,48;1,56;0,48;1,57;0,59;15108;0,74;0,596346154;0,109545028;10,95450278;0,59;0,15;1,853667281;2;2;0,012000113;0,59;1,26;0,54;1,37;0,5;"61422011";"Глава района";"Подгорная";"Ольга";"Ивановна";2011;;5;1;2;"Lawyer";0;1;1;"Local administration (the same area)";1;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;0,002206;;0;0;0;11,8980722128148;13,6911631488756;10,4204940353772;13,9049627038526
60659000;2017;60;"Шолоховский муниципальный район";"Rostov";"Ростовская область";"jufo";"ЮФО";"Municipal districts";"муниципальный район";24,55;;100;100;11,36;;520,1;0,14;13,1;27,6;493;45,3;0,12;;1,48;4,28;29,73;;1354;;18,7;;;61,9;6,7;;;;4761,26;25752;;;;;;;;2,5;35;1;;;1354;;;;971859;;18,7;0;"318 782.20";1226;971859;537518;830811;25907;0,553;0,145;37,739165890028;113214;434341;272918;;;"Rostovskaya";;;1;;"Шолоховский";20731;0,58;0,52;0,117;11,727;0,495;0,085;0,866602682;2;1;0,013752338;0,48;1,21;0,48;1,21;0,59;6724;0,56;0,596346154;0,109545028;10,95450278;0,59;-0,03;-0,352009663;1;1;0,012000113;0,59;0,95;0,54;1,03;0,5;"61432010";"Глава администрации";"Дельнов";"Олег";"Николаевич";2010;;6;1;2;"Civic engineering";0;0;1;"Siloviki";0;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;;;0;33,864;0;12,5169266627477;13,6301576111468;10,1562675729786;13,7869660111917
60701000;2017;60;"город Ростов-на-Дону";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";44,93;;96,1;100;25,93;;857,2;0,15;10,27;28,02;184,14;55;0,11;0,24;1,44;0,64;26,93;;704,8;;58,9;;;69,6;7,40000000000001;;;;31289,28;1127802;;;;;;;578629;0,01;4,1;1;;;704,8;;;;33426111;;58,9;0;"318 782.20";1226;33426111;23009464;19914512;1125299;0,688;0,404;29,6382795916304;;10416647;6795860;;;"Rostovskaya";;;3;;"Ростов-на-Дону";778289;0,45;0,52;0,117;11,727;0,495;-0,045;-0,471297266;1;1;0,013752338;0,48;0,94;0,48;0,94;0,59;210141;0,59;0,596346154;0,109545028;10,95450278;0,59;0;0,015603161;2;1;0,012000113;0,59;1;0,54;1,09;0,5;"61442014";"Председатель Ростовской-на-Дону городской думы — глава города Ростов-на-Дону";"Неярохина";"Зинаида";"Васильевна";2014;;2;1;3;"Math";0;0;1;"Local legislature (the same area)";0;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;0,005396;0,007515;10,7;69,98;0;15,7318241612086;16,806959270155;13,9357811637177;17,3248479189938
60704000;2017;60;"город Азов";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";48,13;;91;100;16,27;;787,1;0,12;20,5;52;281,4;81,1;0,14;;2,4;3,6;24,25;;948;;67,5;;;83,6;0;;;;33523,73;81028;;;;;;;22016,1;0,45;2,37;1;;;948;;;;1930261;;67,5;0;"318 782.20";1226;1930261;1012420,6;1246783,7;81335;0,524;0,354;23,8221478994915;;917840,4;273182,3;;;"Rostovskaya";;;1;;"Азов";62538;0,44;0,52;0,117;11,727;0,495;-0,055;-0,574212646;1;1;0,013752338;0,48;0,92;0,48;0,92;0,59;14846;0,54;0,596346154;0,109545028;10,95450278;0,59;-0,05;-0,597084879;1;1;0,012000113;0,59;0,92;0,54;1;0,5;"61452015";"Глава администрации";"Ращупкин";"Владимир";"Валерьевич";2016;;0;0;4;"Lawyer";0;1;0;"Local administration (the same area)";1;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,06;0,000914;0,000241;0;6,77;0;12,5178946168786;14,0360777533218;11,3025500529337;14,4731657848985
60707000;2017;60;"город Батайск";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";45,59;;99,7;100;21,7;;705,8;0,08;13,8;59,2;287,6;86,45;0,1;;1,4;5,9;21,33;;509;;76,2;;;63,9;6,3;;;;7105,19;125737;;;;;;;;4,5;9;1;;;509;;;;2407142;;76,2;0;"318 782.20";1226;2407142;1112397;1560006;124705;0,462;0,352;19,1442614345817;;1294745;136034;;;"Rostovskaya";;;1;;"Батайск";91668;0,53;0,52;0,117;11,727;0,495;0,035;0,352025779;2;1;0,013752338;0,48;1,1;0,48;1,11;0,59;32207;0,67;0,596346154;0,109545028;10,95450278;0,59;0,08;0,995904025;2;1;0,012000113;0,59;1,14;0,54;1,24;0,5;"61462000";"Мэр";"Путилин";"Валерий";"Васильевич";2000;;16;1;4;"Agriculture";1;1;1;;;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,06;0,002162;0,006276;1,5;0;0;11,8206601334734;14,2602002253722;11,7419477028963;14,6939507096242
60712000;2017;60;"город Волгодонск";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";49,99;0;87,5;100;18,95;;640,94;0,19;13,15;29,53;103,38;78,2;0,12;0,42;1,21;0,79;23,56;;825,5;;74,7;;;77,1;2,7;;;;128142,87;171600;;;;;;0;0;0,68;9,2;1;;;825,5;;;;3970268;;74,7;0;"318 782.20";1226;3970268;2022992;2459025;171471;0,51;0,381;23,1367599067599;;1947276;477309;;;"Rostovskaya";;;1;;"Волгодонск";127988;0,41;0,52;0,117;11,727;0,495;-0,085;-0,882958788;1;1;0,013752338;0,48;0,85;0,48;0,86;0,59;19015;0,36;0,596346154;0,109545028;10,95450278;0,59;-0,23;-2,802761822;1;0;0,012000113;0,59;0,61;0,54;0,66;0,5;"61472015";"Глава администрации";"Мельников";"Виктор";"Павлович";2015;;1;0;2;"Agriculture";0;1;1;"Local administration (other area)";0;0;"election";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,06;0,006661;0,000749;0;2,576;1;13,0759193588816;14,7152754878811;12,052921466036;15,1943441566822
60715000;2017;60;"город Гуково";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";49,68;0;90;74,1;12,92;;507,9;0,14;0;17,1;179,45;79;0,14;0;1,4;0,18;22,43;;809;;27;;;63,9;0;;;;2751,95;65600;;;;;;0;0;0,33;25,52;1;;;809;;;;1688630;;27;0;"318 782.20";1226;1688630;904800;1407574;66332;0,536;0,166;25,7413109756098;195909;783830;404458;;;"Rostovskaya";;;1;;"Гуково";51992;0,31;0,52;0,117;11,727;0,495;-0,185;-1,912112594;1;0;0,013752338;0,48;0,65;0,48;0,65;0,59;6621;0,4;0,596346154;0,109545028;10,95450278;0,59;-0,19;-2,31261139;1;0;0,012000113;0,59;0,68;0,54;0,74;0,5;"61482010";"Мэр";"Горенко";"Виктор";"Анатольевич";2010;;6;1;2;;0;1;1;"Local legislature (the same area)";0;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,06;0,004428;0;;1,32;0;12,9103031781986;14,1573782131024;11,0913309749322;14,3394281072566
60717000;2017;60;"город Донецк";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";25,33;0;83,2;100;13,65;;628,8;0,09;12,2;33,8;353,27;98,6;0,06;0,01;1,13;2,5;24,9;;837;;26,5;;;64,1;6,3;;;;840,16;48099;;;;;;0,16;0;7,4;6,9;1;;;837;;;;1333259;;26,5;0;"318 782.20";1226;1333259;728511;1110783;48428;0,546;0,167;27,7190586082871;152309;604748;265412;;;"Rostovskaya";;;1;;"Донецк";37115;0,58;0,52;0,117;11,727;0,495;0,085;0,866602682;2;1;0,013752338;0,48;1,21;0,48;1,21;0,59;14060;0,65;0,596346154;0,109545028;10,95450278;0,59;0,06;0,750828809;2;1;0,012000113;0,59;1,11;0,54;1,2;0,5;"61492001";"Мэр";"Тарасенко";"Юрий";"Николаевич";2001;;15;1;2;"Lawyer";0;1;1;"Local administration (the same area)";1;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,06;0,025029;;0;5,237;0;12,4890386146282;13,9205757300125;10,7810166658569;14,103136878862
60718000;2017;60;"город Зверево";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";46,5;0;99,3;100;12,75;;588,56;0,13;0;27,33;155;71,07;0,13;0;1,5;0;26,45;;1428,7;;41,2;;;72,7;0;;;;31376,28;20918;;;;;;0;0;0,44;12,6;1;;;1428,7;;;;608058;;41,2;0;"318 782.20";1226;608058;303431;483595;21126;0,499;0,205;29,0686490104216;58573;304627;94016;;;"Rostovskaya";;;1;;"Зверево";18762;0,5;0,52;0,117;11,727;0,495;0,005;0,043279637;2;1;0,013752338;0,48;1,04;0,48;1,04;0,59;5410;0,57;0,596346154;0,109545028;10,95450278;0,59;-0,02;-0,229472055;1;1;0,012000113;0,59;0,97;0,54;1,05;0,5;"61502013";"Мэр";"Зюзин";"Игорь";"Юрьевич";2013;2017;3;0;3;"Civic engineering";1;1;1;"Private business";0;1;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,06;0,028708;0,006575;;0;0;11,4512202595335;13,0890030585461;9,94836531131421;13,3180255511354
60719000;2017;60;"город Каменск-Шахтинский";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";39,85;;99,05;100;14;;505;0,14;2,4;109;520;73,2;0,11;0,2;1,48;1,8;22,21;;794,6;;76,9;;;81,4;6,5;;;;9324,54;89327;;;;;;;88547,85;2;5;1;;;794,6;;;;1757978,9;;76,9;0;"318 782.20";1226;1757978,9;822124,8;1126441,6;89657;0,468;0,359;19,6802635261455;1921,9;935854,1;178914,5;;;"Rostovskaya";;;1;;"Каменск-Шахтинский";70807;0,45;0,52;0,117;11,727;0,495;-0,045;-0,471297266;1;1;0,013752338;0,48;0,94;0,48;0,94;0,59;15693;0,49;0,596346154;0,109545028;10,95450278;0,59;-0,1;-1,209772918;1;0;0,012000113;0,59;0,83;0,54;0,9;0,5;"61512015";"Глава города";"Черненко";"Алексей";"Николаевич";2015;;1;0;;;;;0;"Local legislature (the same area)";0;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,06;0,003092;0,001545;0;33,5;0;12,0946633170788;13,9345741955221;11,4000590727893;14,3796753548799
60727000;2017;60;"город Новочеркасск";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";42,49;0;99,6;96,53;29,86;;541,1;0,11;11,9;29,5;215,9;78,49;0,13;0;1,2;3,99;23,63;;851;;72,8;;;76,6;0;;;;20813,37;168394;;;;;;9,77;3065,8;0,36;6,62;1;;;851;;;;3499496;;72,8;0;"318 782.20";1226;3499496;1721842;2247924;168766;0,492;0,358;20,7815955437842;134695;1777654;282059;;;"Rostovskaya";;;1;;"Новочеркасск";129279;0,35;0,52;0,117;11,727;0,495;-0,145;-1,500451072;1;0;0,013752338;0,48;0,73;0,48;0,73;0,59;18282;0,38;0,596346154;0,109545028;10,95450278;0,59;-0,21;-2,557686606;1;0;0,012000113;0,59;0,65;0,54;0,7;0,5;"61522012";"Мэр";"Киргинцев";"Владимир";"Витальевич";2012;2017;4;0;2;"Civic engineering";0;1;1;"Local administration (the same area)";1;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,06;0,00988;0,002492;0;6,944;0;12,549871547895;14,625517681595;12,0340617507019;15,0681295160906
60730000;2017;60;"город Новошахтинск";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";55,97;0;81;54,1;12,43;;594,8;0,15;0;15,19;603,9;106,3;0,18;0,1;1,75;5,65;20,59;;891,7;;28;;;61,5;0;;;;6380,2;108564;;;;;;0;0;0,38;7,6;1;;;891,7;;;;2227670;;28;0;"318 782.20";1226;2227670;1224334;1762775;108782;0,55;0,209;20,5194171180133;255732;1003336;346548;;;"Rostovskaya";;;1;;"Новошахтинск";76188;0,51;0,52;0,117;11,727;0,495;0,015;0,146195018;2;1;0,013752338;0,48;1,06;0,48;1,07;0,59;27580;0,71;0,596346154;0,109545028;10,95450278;0,59;0,12;1,486054457;2;2;0,012000113;0,59;1,21;0,54;1,31;0,5;"61532007";"Мэр";"Сорокин";"Игорь";"Николаевич";2009;;7;1;3;"Civic engineering";0;0;1;"Local legislature (the same area)";0;;"election";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,06;0,024631;0,085756;;3,73;1;12,7557766161565;14,3823998298662;11,5950951398137;14,616466754158
60737000;2017;60;"город Таганрог";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";24;;60,15;98;26;;660;0,46;28,52;50,24;590,95;77,79;1,16;0,85;2,15;2,22;27;;813;;71;;;70,3;1,8;;;;21887,2;250068;;;;;;1,56;10597,3;0,1;4,3;1;;;813;;;;5889589;;71;0;"318 782.20";1226;5889589;2925105;3816152;250287;0,497;0,352;23,5519498696355;;2964484;713624;;;"Rostovskaya";;;2;;"Таганрог";222378;0,34;0,52;0,117;11,727;0,495;-0,155;-1,603366452;1;0;0,013752338;0,48;0,71;0,48;0,71;0,59;29012;0,38;0,596346154;0,109545028;10,95450278;0,59;-0,21;-2,557686606;1;0;0,012000113;0,59;0,65;0,54;0,7;0,5;"61542012";"Мэр";"Прасолов";"Владимир";"Александрович";2012;2016;4;0;2;"Civic engineering";1;1;1;"Private business";0;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;0,002471;0;5,9;0;0;13,4781114919694;15,1547531430421;12,4294881598591;15,5886967739062
60740000;2017;60;"город Шахты";"Rostov";"Ростовская область";"jufo";"ЮФО";"Urban districts";"городской округ";14,4;0;99,3;26,17;19,86;;750,75;0,1;5,32;35,17;417,72;104,8;0,07;0,02;0,61;2,98;21,44;;793;;62;;;52,6;9,7;;;;10970,71;234653;;;;;;0;0;0,83;8,53;1;;;793;;;;4595072;;62;0;"318 782.20";1226;4595072;2098869;3225920;235492;0,457;0,298;19,5824131803131;26363;2496203;589392;;;"Rostovskaya";;;1;;"Шахты";173724;0,37;0,52;0,117;11,727;0,495;-0,125;-1,294620311;1;0;0,013752338;0,48;0,77;0,48;0,77;0,59;36014;0,56;0,596346154;0,109545028;10,95450278;0,59;-0,03;-0,352009663;1;1;0,012000113;0,59;0,95;0,54;1,03;0,5;"61552015";"Глава города";"Жукова";"Ирина";"Анатольевна";2015;;1;0;2;"Economics";0;0;0;"Local legislature (the same area)";0;0;"contract";25;26;2,99996745;2,298692173;87817;2254;0,026;5673;0,07;0,030431;0;0;27,712;0;13,2868467760684;14,9867287388477;12,3658631061398;15,3404949828548
61602000;2017;61;"Ермишинский муниципальный район";"Ryazan";"Рязанская область";"cfo";"ЦФО";"Municipal districts";"муниципальный район";71,94;2,34999999999999;45,45;100;9;;537,71;;;29,46;1466,1;150,23;;;12,11;123,91;36,5;;6615;;47;;;62,9;0;16;1;1;3347;7381;;;;;;;;0,4;6,3;1;;;6615;;;1447;196843,3;;47;0;"320 764.00";196;196843,3;109818,4;146341,8;7455;0,558;0,257;26,6689202005148;50324,7;87024,9;423,4;0,226852718814146;-0,321459621368088;"Ryazanskaya";-0,343306057266221;0,13242637420171;1;0,701645147796696;"Ермишинский";6944;0,55;0,51;0,093;9,328;0,52;0,03;0,300568089;2;1;0,008700926;0,43;1,28;0,48;1,15;0,53;2206;0,58;0,604642857;0,089338397;8,933839716;0,59;-0,01;-0,106934447;1;1;0,007981349;0,55;1,06;0,54;1,07;0,4;"62022008";"глава муниципального образования";"Чаруйская";"Тамара";"Михайловна";2008;;8;1;2;;;;1;"Local administration (the same area)";1;0;"contract";30;30;3,839103628;3,022403385;29801;838;0,028;1878;0,06;0,010564;0,081081;;0;0;6,04831735870077;11,8937002604854;8,90666440977005;12,1901632597246
61604000;2017;61;"Захаровский муниципальный район";"Ryazan";"Рязанская область";"cfo";"ЦФО";"Municipal districts";"муниципальный район";84,83;8;78;96,9;;;534,7;0,19;8;40,5;1739,9;117,7;;;2;110,9;37,9;;3111,4;;56,3;;;48,9;50;17;1;;19349;8233;;;;;;;;12,13;10,5;1;;;3111,4;;;708;259694,7;;56,3;0;"320 764.00";196;259694,7;151876,7;174192,8;8299;0,585;0,329;31,5431434471031;22490,8;107818;43660,8;-0,535640722831785;0,725102587569605;"Ryazanskaya";-0,0229090405140867;-0,752738251258029;1;0,582148698105909;"Захаровский";8198;0,52;0,51;0,093;9,328;0,52;0;-0,008178053;1;1;0,008700926;0,43;1,21;0,48;1,09;0,53;2707;0,63;0,604642857;0,089338397;8,933839716;0,59;0,04;0,505753593;2;1;0,007981349;0,55;1,16;0,54;1,16;0,4;"62032008";"глава муниципального образования";"Абдюшев";"Ильдус";"Сулейманович";2008;;8;1;3;"Civil engineering";;0;1;"Local administration (the same area)";1;0;"contract";30;30;3,839103628;3,022403385;29801;838;0,028;1878;0,06;;;1,9;2,5;0;10,6842059533442;12,0679180107438;9,01590574729843;12,4672619892793
